Generation,evals,avg,std,min,max,best_one,fitness_best_one
97,350,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
98,346,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
99,338,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
100,342,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
101,346,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
102,338,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
103,332,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
104,356,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
105,348,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
106,342,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
107,354,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
108,348,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
109,354,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
110,328,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
111,344,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
112,328,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
113,346,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
114,360,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
115,338,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
116,338,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
117,332,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
118,336,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
119,340,[  7.         410.11914404],[0.00000000e+00 1.30739863e-12],[  7.         410.11914404],[  7.         410.11914404],"[13, 14, 12, 11, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 7, 23, 22, 21, 17, 15, 10, 18, 19, 16]","(7.0, 410.11914404081256)"
120,346,[  7.         410.11607138],[0.         0.06137638],[  7.         408.89007908],[  7.         410.11914404],"[13, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 15, 11, 18, 19, 16]","(7.0, 408.89007907785094)"
121,346,[  7.         410.11607138],[0.         0.06137638],[  7.         408.89007908],[  7.         410.11914404],"[13, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 15, 11, 18, 19, 16]","(7.0, 408.89007907785094)"
122,342,[  7.         410.11299872],[0.         0.08669047],[  7.         408.89007908],[  7.         410.11914404],"[13, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 15, 11, 18, 19, 16]","(7.0, 408.89007907785094)"
123,340,[  7.         410.10378073],[0.        0.1365521],[  7.         408.89007908],[  7.         410.11914404],"[13, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 15, 11, 18, 19, 16]","(7.0, 408.89007907785094)"
124,334,[  7.        410.0883361],[0.         0.19188156],[  7.         408.89007908],[  7.         410.11914404],"[13, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 15, 11, 18, 19, 16]","(7.0, 408.89007907785094)"
125,334,[  7.         410.04814754],[0.         0.28605876],[  7.         408.89007908],[  7.         410.11914404],"[13, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 15, 11, 18, 19, 16]","(7.0, 408.89007907785094)"
126,350,[  7.         409.98628771],[0.         0.38047677],[  7.         408.89007908],[  7.         410.11914404],"[13, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 15, 11, 18, 19, 16]","(7.0, 408.89007907785094)"
127,322,[  7.         409.83515803],[0.         0.51655825],[  7.         408.89007908],[  7.         410.11914404],"[13, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 15, 11, 18, 19, 16]","(7.0, 408.89007907785094)"
128,330,[  7.         409.49497424],[0.         0.70628201],[  7.         402.42133653],[  7.         410.11914404],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 15, 11, 18, 19, 13]","(7.0, 402.42133653302807)"
129,338,[  7.         408.92175524],[0.         0.67578087],[  7.         402.42133653],[  7.         410.08661738],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 15, 11, 18, 19, 13]","(7.0, 402.42133653302807)"
130,336,[  7.         408.68807192],[0.        1.0518433],[  7.         402.42133653],[  7.         408.89007908],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 15, 11, 18, 19, 13]","(7.0, 402.42133653302807)"
131,348,[  7.         408.37282458],[0.         1.60924037],[  7.         402.42133653],[  7.         408.89007908],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 15, 11, 18, 19, 13]","(7.0, 402.42133653302807)"
132,332,[  7.         407.72234773],[0.         2.26254703],[  7.         402.42133653],[  7.         408.89007908],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 15, 11, 18, 19, 13]","(7.0, 402.42133653302807)"
133,338,[  7.         406.34706909],[0.         2.77984377],[  7.         402.42133653],[  7.         408.89007908],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 15, 11, 18, 19, 13]","(7.0, 402.42133653302807)"
134,340,[  7.         403.75180618],[0.        1.5700105],[  7.         402.42133653],[  7.         408.89007908],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 15, 11, 18, 19, 13]","(7.0, 402.42133653302807)"
135,334,[  7.        402.5128828],[0.         0.38645763],[  7.         398.40026144],[  7.         403.85649406],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 13, 11, 18, 19, 15]","(7.0, 398.4002614375302)"
136,332,[  7.         402.38112578],[0.         0.40009192],[  7.         398.40026144],[  7.         402.42133653],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 13, 11, 18, 19, 15]","(7.0, 398.4002614375302)"
137,332,[  7.         402.34091503],[0.         0.56295051],[  7.         398.40026144],[  7.         402.42133653],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 13, 11, 18, 19, 15]","(7.0, 398.4002614375302)"
138,352,[  7.         402.24033184],[0.         0.83357399],[  7.         398.40026144],[  7.         402.42133653],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 13, 11, 18, 19, 15]","(7.0, 398.4002614375302)"
139,330,[  7.         401.98895834],[0.         1.24548142],[  7.         398.40026144],[  7.         402.42133653],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 13, 11, 18, 19, 15]","(7.0, 398.4002614375302)"
140,334,[  7.         401.42652625],[0.         1.73415123],[  7.         398.40026144],[  7.         402.42133653],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 13, 11, 18, 19, 15]","(7.0, 398.4002614375302)"
141,348,[  7.         400.43286504],[0.         2.00309008],[  7.         398.40026144],[  7.         402.42133653],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 13, 11, 18, 19, 15]","(7.0, 398.4002614375302)"
142,344,[  7.         398.63371496],[0.         0.90282671],[  7.         398.40026144],[  7.         402.39881173],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 13, 11, 18, 19, 15]","(7.0, 398.4002614375302)"
143,344,[  7.         398.40026144],[0.00000000e+00 2.84217094e-13],[  7.         398.40026144],[  7.         398.40026144],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 13, 11, 18, 19, 15]","(7.0, 398.4002614375302)"
144,358,[  7.         398.40026144],[0.00000000e+00 2.84217094e-13],[  7.         398.40026144],[  7.         398.40026144],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 13, 11, 18, 19, 15]","(7.0, 398.4002614375302)"
145,364,[  7.         398.40026144],[0.00000000e+00 2.84217094e-13],[  7.         398.40026144],[  7.         398.40026144],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 13, 11, 18, 19, 15]","(7.0, 398.4002614375302)"
146,334,[  7.         398.40026144],[0.00000000e+00 2.84217094e-13],[  7.         398.40026144],[  7.         398.40026144],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 13, 11, 18, 19, 15]","(7.0, 398.4002614375302)"
147,338,[  7.         398.40026144],[0.00000000e+00 2.84217094e-13],[  7.         398.40026144],[  7.         398.40026144],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 13, 11, 18, 19, 15]","(7.0, 398.4002614375302)"
148,360,[  7.         398.40026144],[0.00000000e+00 2.84217094e-13],[  7.         398.40026144],[  7.         398.40026144],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 13, 11, 18, 19, 15]","(7.0, 398.4002614375302)"
149,324,[  7.         398.40026144],[0.00000000e+00 2.84217094e-13],[  7.         398.40026144],[  7.         398.40026144],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 13, 11, 18, 19, 15]","(7.0, 398.4002614375302)"
150,342,[  7.         398.40026144],[0.00000000e+00 2.84217094e-13],[  7.         398.40026144],[  7.         398.40026144],"[16, 14, 12, 7, 4, 2, 1, 25, 24, 20, 8, 9, 6, 3, 5, 10, 23, 22, 21, 17, 13, 11, 18, 19, 15]","(7.0, 398.4002614375302)"
