Generation,evals,avg,std,min,max,best_one,fitness_best_one
190,348,[  7.         405.95852329],[0.00000000e+00 1.47792889e-12],[  7.         405.95852329],[  7.         405.95852329],"[25, 24, 20, 17, 19, 18, 22, 5, 3, 4, 2, 1, 21, 23, 11, 9, 6, 16, 14, 12, 15, 13, 10, 8, 7]","(7.0, 405.9585232933095)"
191,358,[  7.         405.95852329],[0.00000000e+00 1.47792889e-12],[  7.         405.95852329],[  7.         405.95852329],"[25, 24, 20, 17, 19, 18, 22, 5, 3, 4, 2, 1, 21, 23, 11, 9, 6, 16, 14, 12, 15, 13, 10, 8, 7]","(7.0, 405.9585232933095)"
192,330,[  7.         405.95852329],[0.00000000e+00 1.47792889e-12],[  7.         405.95852329],[  7.         405.95852329],"[25, 24, 20, 17, 19, 18, 22, 5, 3, 4, 2, 1, 21, 23, 11, 9, 6, 16, 14, 12, 15, 13, 10, 8, 7]","(7.0, 405.9585232933095)"
193,326,[  7.         405.95852329],[0.00000000e+00 1.47792889e-12],[  7.         405.95852329],[  7.         405.95852329],"[25, 24, 20, 17, 19, 18, 22, 5, 3, 4, 2, 1, 21, 23, 11, 9, 6, 16, 14, 12, 15, 13, 10, 8, 7]","(7.0, 405.9585232933095)"
194,344,[  7.         405.95852329],[0.00000000e+00 1.47792889e-12],[  7.         405.95852329],[  7.         405.95852329],"[25, 24, 20, 17, 19, 18, 22, 5, 3, 4, 2, 1, 21, 23, 11, 9, 6, 16, 14, 12, 15, 13, 10, 8, 7]","(7.0, 405.9585232933095)"
195,346,[  7.         405.95852329],[0.00000000e+00 1.47792889e-12],[  7.         405.95852329],[  7.         405.95852329],"[25, 24, 20, 17, 19, 18, 22, 5, 3, 4, 2, 1, 21, 23, 11, 9, 6, 16, 14, 12, 15, 13, 10, 8, 7]","(7.0, 405.9585232933095)"
196,336,[  7.         405.95852329],[0.00000000e+00 1.47792889e-12],[  7.         405.95852329],[  7.         405.95852329],"[25, 24, 20, 17, 19, 18, 22, 5, 3, 4, 2, 1, 21, 23, 11, 9, 6, 16, 14, 12, 15, 13, 10, 8, 7]","(7.0, 405.9585232933095)"
197,340,[  7.         405.95852329],[0.00000000e+00 1.47792889e-12],[  7.         405.95852329],[  7.         405.95852329],"[25, 24, 20, 17, 19, 18, 22, 5, 3, 4, 2, 1, 21, 23, 11, 9, 6, 16, 14, 12, 15, 13, 10, 8, 7]","(7.0, 405.9585232933095)"
198,342,[  7.         405.95852329],[0.00000000e+00 1.47792889e-12],[  7.         405.95852329],[  7.         405.95852329],"[25, 24, 20, 17, 19, 18, 22, 5, 3, 4, 2, 1, 21, 23, 11, 9, 6, 16, 14, 12, 15, 13, 10, 8, 7]","(7.0, 405.9585232933095)"
199,354,[  7.         405.95852329],[0.00000000e+00 1.47792889e-12],[  7.         405.95852329],[  7.         405.95852329],"[25, 24, 20, 17, 19, 18, 22, 5, 3, 4, 2, 1, 21, 23, 11, 9, 6, 16, 14, 12, 15, 13, 10, 8, 7]","(7.0, 405.9585232933095)"
200,358,[  7.         405.95852329],[0.00000000e+00 1.47792889e-12],[  7.         405.95852329],[  7.         405.95852329],"[25, 24, 20, 17, 19, 18, 22, 5, 3, 4, 2, 1, 21, 23, 11, 9, 6, 16, 14, 12, 15, 13, 10, 8, 7]","(7.0, 405.9585232933095)"
