Generation,evals,avg,std,min,max,best_one,fitness_best_one
99,328,[  7.       391.538409],[0.         0.56954418],[  7.         389.39325713],[  7.         392.28813044],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 17, 18, 13, 12, 15, 10, 21, 22, 20]","(7.0, 389.3932571313669)"
100,356,[  7.         391.06533499],[0.         0.23885223],[  7.         389.39325713],[  7.         391.14907153],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 17, 18, 13, 12, 15, 10, 21, 22, 20]","(7.0, 389.3932571313669)"
101,342,[  7.         390.96713631],[0.         0.32603745],[  7.         389.39325713],[  7.         391.14907153],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 17, 18, 13, 12, 15, 10, 21, 22, 20]","(7.0, 389.3932571313669)"
102,348,[  7.         390.81473896],[0.         0.44774554],[  7.         389.39325713],[  7.         391.01134166],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 17, 18, 13, 12, 15, 10, 21, 22, 20]","(7.0, 389.3932571313669)"
103,344,[  7.         390.57196356],[0.         0.58839068],[  7.         389.39325713],[  7.         391.01134166],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 17, 18, 13, 12, 15, 10, 21, 22, 20]","(7.0, 389.3932571313669)"
104,352,[  7.         390.11775678],[0.        0.5683269],[  7.         389.39325713],[  7.         391.01134166],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 17, 18, 13, 12, 15, 10, 21, 22, 20]","(7.0, 389.3932571313669)"
105,322,[  7.         389.60551612],[0.         0.31485264],[  7.         389.39325713],[  7.         390.07834478],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 17, 18, 13, 12, 15, 10, 21, 22, 20]","(7.0, 389.3932571313669)"
106,340,[  7.         389.39325713],[0.00000000e+00 2.61479727e-12],[  7.         389.39325713],[  7.         389.39325713],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 17, 18, 13, 12, 15, 10, 21, 22, 20]","(7.0, 389.3932571313669)"
107,350,[  7.         389.39325713],[0.00000000e+00 2.61479727e-12],[  7.         389.39325713],[  7.         389.39325713],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 17, 18, 13, 12, 15, 10, 21, 22, 20]","(7.0, 389.3932571313669)"
108,336,[  7.         389.39058031],[0.         0.05346938],[  7.         388.32253038],[  7.         389.39325713],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 17, 18, 13, 15, 12, 10, 21, 22, 20]","(7.0, 388.3225303815879)"
109,338,[  7.         389.38522668],[0.         0.09237927],[  7.         388.32253038],[  7.         389.39325713],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 17, 18, 13, 15, 12, 10, 21, 22, 20]","(7.0, 388.3225303815879)"
110,350,[  7.         389.36916578],[0.         0.15879188],[  7.         388.32253038],[  7.         389.39325713],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 17, 18, 13, 15, 12, 10, 21, 22, 20]","(7.0, 388.3225303815879)"
111,340,[  7.         389.33200138],[0.         0.24807573],[  7.         388.32253038],[  7.         389.39325713],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 17, 18, 13, 15, 12, 10, 21, 22, 20]","(7.0, 388.3225303815879)"
112,328,[  7.         389.25499576],[0.         0.35782808],[  7.         388.32253038],[  7.         389.39325713],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 17, 18, 13, 15, 12, 10, 21, 22, 20]","(7.0, 388.3225303815879)"
113,340,[  7.         389.07925895],[0.         0.49082745],[  7.         387.37621783],[  7.         389.39325713],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 10, 21, 22, 20]","(7.0, 387.37621783022195)"
114,348,[  7.         388.74415728],[0.         0.52913514],[  7.         387.37621783],[  7.         389.39325713],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 10, 21, 22, 20]","(7.0, 387.37621783022195)"
115,330,[  7.         388.30784382],[0.         0.11538497],[  7.         387.37621783],[  7.         388.32253038],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 10, 21, 22, 20]","(7.0, 387.37621783022195)"
116,340,[  7.        388.2884257],[0.         0.17427903],[  7.         387.37621783],[  7.         388.32253038],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 10, 21, 22, 20]","(7.0, 387.37621783022195)"
117,360,[  7.         388.24860573],[0.        0.2495573],[  7.         387.37621783],[  7.         388.32253038],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 10, 21, 22, 20]","(7.0, 387.37621783022195)"
118,336,[  7.       388.152007],[0.         0.35861305],[  7.         387.37621783],[  7.         388.32253038],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 10, 21, 22, 20]","(7.0, 387.37621783022195)"
119,354,[  7.         387.98286565],[0.         0.44491093],[  7.         387.37621783],[  7.         388.32253038],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 10, 21, 22, 20]","(7.0, 387.37621783022195)"
120,338,[  7.         387.62713233],[0.         0.39828618],[  7.         387.37621783],[  7.         388.32253038],"[19, 16, 14, 11, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 10, 21, 22, 20]","(7.0, 387.37621783022195)"
121,358,[  7.         387.37572596],[0.         0.00982507],[  7.         387.17947028],[  7.         387.37621783],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
122,336,[  7.         387.37425035],[0.         0.01957613],[  7.         387.17947028],[  7.         387.37621783],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
123,342,[  7.         387.37129914],[0.        0.0307172],[  7.         387.17947028],[  7.         387.37621783],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
124,334,[  7.         387.36342924],[0.         0.04850336],[  7.         387.17947028],[  7.         387.37621783],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
125,314,[  7.        387.3481813],[0.         0.06877551],[  7.         387.17947028],[  7.         387.37621783],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
126,334,[  7.         387.31916104],[0.         0.08927657],[  7.         387.17947028],[  7.         387.37621783],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
127,352,[  7.         387.26062864],[0.         0.09685571],[  7.         387.17947028],[  7.         387.37621783],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
128,338,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
129,354,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
130,334,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
131,326,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
132,334,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
133,342,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
134,334,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
135,342,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
136,338,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
137,338,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
138,342,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
139,324,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
140,346,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
141,342,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
142,342,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
143,348,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
144,348,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
145,338,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
146,340,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
147,356,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
148,340,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
149,328,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
150,338,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
151,342,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
152,334,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
153,330,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
154,342,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
155,336,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
156,332,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
157,350,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
158,350,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
159,344,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
160,348,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
161,346,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
162,350,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
163,332,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
164,336,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
165,334,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
166,356,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
167,334,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
168,342,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
169,336,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
170,332,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
171,344,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
172,358,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
173,350,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
174,350,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
175,332,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
176,348,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
177,344,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
178,328,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
179,336,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
180,326,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
181,306,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
182,344,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
183,350,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
184,344,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
185,344,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
186,338,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
187,362,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
188,342,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
189,350,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
190,350,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
191,350,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
192,328,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
193,340,[  7.         387.17947028],[0.00000000e+00 2.16004992e-12],[  7.         387.17947028],[  7.         387.17947028],"[19, 16, 14, 10, 5, 3, 6, 9, 8, 23, 25, 24, 7, 4, 2, 1, 18, 17, 13, 15, 12, 11, 21, 22, 20]","(7.0, 387.1794702791056)"
