Generation,evals,avg,std,min,max,best_one,fitness_best_one
191,348,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
192,348,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 19, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 15, 18]","(7.0, 402.7635164551272)"
193,370,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
194,334,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 13, 10, 15, 11, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 18, 19, 17]","(7.0, 402.7635164551272)"
195,348,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 6, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 20, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
196,336,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 18, 19, 17]","(7.0, 402.7635164551272)"
197,350,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
198,330,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
199,346,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 18, 19, 17]","(7.0, 402.7635164551272)"
200,336,[  7.         402.76351646],[0.00000000e+00 2.44426701e-12],[  7.         402.76351646],[  7.         402.76351646],"[24, 25, 22, 20, 21, 23, 11, 10, 15, 13, 3, 4, 2, 1, 5, 7, 6, 9, 8, 16, 14, 12, 17, 19, 18]","(7.0, 402.7635164551272)"
